3G,4G,5G,Audio Jack,Battery,Bluetooth,Brand Name,Color,CPU Clock Speed,CPU Cores,Display Resolution,Display Size,Display Type,Expandable Storage,Flash,Fingerprint Scanner,Fingerprint Scanner Type,GPS,GPU Name,Hybrid Slot,Internal Storage,Model Name,Model No,Name,No of Front Cameras,No of Rear Cameras,OS,OTG Compatible,Primary Camera,RAM,Ratings,Reviews,Stars,Secondary Camera,Sim Type,Sim Size,Touchscreen,Weight,WiFi
7.2 Mbps,YES,,3.5 mm,Li-Polymer,4,ZOPO,Royale Gold,1.2 GHz,Octa Core,1920 x 1080,13.97 cm (5.5 inch),Full HD,128 GB,Dual LED,,,Yes,,Yes,32 GB,Flash X Plus,Flash X Plus,ZOPO Flash X Plus,1.0,1,Android Marshmallow 6,Yes,13MP,3 GB,72,19,3.4,8MP,Dual Sim,Nano SIM,Capacitive,162 g,Yes
YES,YES,,,3500 mAh,V4.1,Lava,Charcoal Blue,2 GHz,Octa Core,1080p,15.8 cm (6.22 inch),,,Front & back Flash,Yes,,,IMG GE8300,No,32 GB,Z93,,Lava Z93,1.0,2,Android Pie 9,Yes,13MP 2MP,3 GB,37,8,4.1,8MP,Dual Sim,,Yes,159 g,Yes
YES,YES,,,Li-Ion,Yes,I,Sea Blue,0.3 GHz,Quad Core,720 x 1080$$Pixels,15.9 cm (6.26 inch),,,,,,,,Yes,16 GB,K3,K3,I Kall K3,,1,Android Marshmallow 6.0,YEs,5MP,2 GB,1480,149,3.4,,Dual Sim,Micro,Yes,0.35 g,
Yes,YES,,3.5mm,4440 mAh,v5.1,iQOO,Volcano Orange,2.8 GHz,Octa Core,Upto 4K 1080P 720P,16.36 cm (6.44 inch),Super AMOLED,,Rear Flash and Front Screen Flash,Yes,,GLONASS,Adreno 650,No,256 GB,3,I1927,iQOO 3,1.0,4,Android 10,Yes,48MP 13MP 13MP 2MP,8 GB,227,60,4.5,16MP,Dual Sim,Nano SIM,Capacitive Multi Touch Screen,214.5 g,Yes
Yes,YES,,3.5mm,4440 mAh,v5.1,iQOO,Quantum Silver,2.8 GHz,Octa Core,Upto 4K 1080P 720P,16.36 cm (6.44 inch),Super AMOLED,,Rear Flash and Front Screen Flash,Yes,,GLONASS,Adreno 650,No,256 GB,3,I1927,iQOO 3,1.0,4,Android 10,Yes,48MP 13MP 13MP 2MP,8 GB,227,60,4.5,16MP,Dual Sim,Nano SIM,Capacitive Multi Touch Screen,214.5 g,Yes
"HSPA: UL - 11.5 Mbps, DL - 42 Mbps, HSPA+",YES,,3.5mm,4230 mAh,4.2,Realme,Radiant Blue,2.1 GHz,Octa Core,1520 x 720 pixels,15.8 cm (6.22 inch),HD+,256 GB,Rear Flash,Yes,,"A-GPS, GLONASS",ARM Mali-G72,No,64 GB,3,RMX1825,Realme 3,1.0,2,Android Pie 9.0,Yes,13MP 2MP,4 GB,164038,16169,4.4,13MP,Dual Sim,Dual Nano SIM,Multi-touch,175 g,
"HSDPA Cat 24: 42 Mbit/s (DL), HSUPA Cat 6: 5.76 Mbit/s (UL), WCDMA: 384 Kbit/s (UL), 384 Kbit/s (DL)",YES,,3.5,Lithium Polymer,4.2,Honor,Midnight Black,2.36 GHz,Octa Core,2280 x 1080 Pixels,14.83 cm (5.84 inches),TFT-LCD,256 GB,Rear Flash,Yes,,"GPS, GLONASS, BeiDou",,Yes,32 GB,9N,LLD-AL20,Honor 9N,1.0,2,Android Oreo 8,Yes,13MP 2MP,3 GB,226177,21948,4.4,16MP,Dual Sim,Nano Sim,Yes,152 g,Yes
Yes,YES,,3.5mm,3500 mAh,5,Realme,Ice Lake,1.95 GHz,Octa Core,2160p,16.0 cm (6.3 inch),IPS (In-cell),256 GB,Rear LED Flash,Yes,,"A-GPS, GLONASS",Adreno GPU 512,No,64 GB,2 Pro,RMX1801,Realme 2 Pro,1.0,2,Android Oreo 8.1,Yes,16MP 2MP,6 GB,90781,9974,4.5,16MP,Dual Sim,Dual Nano SIM,LCD,174 g,Yes
Yes,YES,,3.5mm,3500 mAh,5,Realme,Blue Ocean,1.95 GHz,Octa Core,2160p,16.0 cm (6.3 inch),IPS (In-cell),256 GB,Rear LED Flash,Yes,,"A-GPS, GLONASS",Adreno GPU 512,No,64 GB,2 Pro,RMX1801,Realme 2 Pro,1.0,2,Android Oreo 8.1,Yes,16MP 2MP,4 GB,382065,44391,4.5,16MP,Dual Sim,Dual Nano SIM,LCD,174 g,Yes
YES,YES,,3.5 mm,Li-Ion,Yes,LG,Thunder Blue,2 GHz,Octa Core,720 x 1500$$Pixels,15.9 cm (6.26 inch),HD+ IPS Dot FullVisionTM Display,256 GB,,Yes,,,,Yes,32 GB,W30,W30,LG W30,1.0,2,Android Pie 9,Yes,12MP 13MP,3 GB,102,15,4.0,16MP,Dual Sim,,Yes,172 g,Yes
"HSDPA: Rel 7 - 21Mbps Downlink, HSUPA: Rel 7 - 5.76Mbps Uplink",YES,,3.5 mm,No,4,Micromax,Matte Black,1.3 GHz,Quad Core,1080p,12.7 cm (5 inch),TN,32 GB,Yes,,,Yes,Mali T720 MP1,No,8 GB,Bharat 4 Diwali Edition,Q4002,Micromax Bharat 4 Diwali Edition,1.0,2,Android Oreo Go Edition,Yes,5MP 0MP,1 GB,190,16,3.9,2MP,Dual Sim,Micro SIM + Nano SIM,Capacitive,,Yes
Yes,YES,,3.5mm,3500 mAh,5,Realme,Blue Ocean,1.95 GHz,Octa Core,2160p,16.0 cm (6.3 inch),IPS (In-cell),256 GB,Rear LED Flash,Yes,,"A-GPS, GLONASS",Adreno GPU 512,No,128 GB,2 Pro,RMX1807,Realme 2 Pro,1.0,2,Android Oreo 8.1,Yes,16MP 2MP,8 GB,36492,4669,4.5,16MP,Dual Sim,Dual Nano SIM,LCD,174 g,Yes
Yes,YES,,,3050 mAh,4.1,Infinix,City Blue,1.5 GHz,Quad Core,720 x 1440 Pixels,13.84 cm (5.45 inch),IPS TFT,128 GB,Front & Rear Dual LED Flash,,,"GPS, A-GPS",,No,32 GB,Smart 2,X5515I,Infinix Smart 2,1.0,1,Android Oreo 8.1.0,No,13MP,3 GB,33973,3875,4.0,8MP,Dual Sim,Nano SIM and Nano SIM,Yes,,Yes
YES,YES,,3.5 mm,3340 mAh,4.2,Honor,Graphite Black,2.36 GHz,Octa Core,1920 x 1080 Pixels,14.99 cm (5.9 inch),IPS,128 GB,Front Single Color Temperature Soft Light LED and Rear Single Color Temperature LED Flash,Yes,,"A-GPS, GLONASS, BDS",,Yes,64 GB,9i,RNE-L22,Honor 9i,2.0,2,Android Oreo 8,Yes,16MP 2MP,4 GB,68966,10378,4.3,13MP 2MP,Dual Sim,Nano SIM,Yes,164 g,Yes
YES,YES,,,4000 mAh,,Redmi,Eclipse Black,1.8 GHz,Octa Core,720 x 1520$$Pixels,15.9 cm (6.26 inch),,,,Yes,,,,No,32 GB,Redmi 7,Redmi 7,Redmi 7,,1,Android Pie 9.0,Yes,12MP,2 GB,12738,995,4.3,,Dual Sim,Nano SIM,Yes,,
YES,YES,,3.5mm,3765 mAh,5,Realme,Super Polar White,2.2 GHz,Octa Core,2340 x 1080 Pixels,16.59 cm (6.53 inch),"AMOLED, OLED",,Rear Flash,Yes,In-Display,"Beidou, Galileo, Glonass",Adreno 616,No,128 GB,X,RMX1901,Realme X,1.0,2,Android Pie 9,Yes,48MP 5MP,8 GB,37836,4765,4.5,16MP,Dual Sim,Dual Nano SIM,Yes,191 g,Yes
YES,,,,2000 mAh,,Karbonn,Silver,1.2 GHz,Quad Core,480 x 854 Pixels,12.7 cm (5 inch),IPS,,YES,,,Yes,,,8 GB,Aura,AURA,Karbonn Aura,1.0,1,Android KitKat 4.4.2,,5MP,1 GB,652,96,3.4,2MP,Dual Sim,MICRO,Yes,,
Yes,YES,,3.5mm,3500 mAh,5,Realme,Black Sea,1.95 GHz,Octa Core,2160p,16.0 cm (6.3 inch),IPS (In-cell),256 GB,Rear LED Flash,Yes,,"A-GPS, GLONASS",Adreno GPU 512,No,64 GB,2 Pro,RMX1801,Realme 2 Pro,1.0,2,Android Oreo 8.1,Yes,16MP 2MP,4 GB,382065,44391,4.5,16MP,Dual Sim,Dual Nano SIM,LCD,174 g,Yes
Yes,YES,,,2000 mAh,4,Panasonic,Grey,1 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),IPS,32 GB,LED,,,A-GPS,,Yes,16 GB,P77,EB-90S50P77H,Panasonic P77,1.0,1,Android Lollipop 5.1,No,8MP,1 GB,7216,1138,3.7,2MP,Dual Sim,Micro SIM and Nano SIM,Yes,126 g,Yes
Yes,YES,,3.5 mm,No,4,Aqua,Gold,1.25 GHz,Quad Core,HD,12.7 cm (5 inch),HD,128 GB,Yes,,,Yes,ARM MALI- T720,No,16 GB,JAZZ,S1,Aqua JAZZ,1.0,1,Android Nougat 7,Yes,13MP,1 GB,333,52,3.7,5MP,Dual Sim,Micro SIM and Nano SIM,"Capacitive Touch Panel (G+F, 2 Points)",151 g,Yes
Yes,YES,,3.5mm,4000 mAh,Yes,Honor,Blue,1.8 GHz,Octa Core,1520 x 720 Pixels,15.9 cm (6.26 inch),,,,Yes,,Yes,,No,32 GB,8C,BKK-AL10,Honor 8C,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,4 GB,32901,3041,4.3,8MP,Dual Sim,Nano SIM,Yes,,Yes
Yes,YES,,,3200 mAh,,OPPO,Gold,2.5 GHz,Octa Core,2160 x 1080 Pixels,15.24 cm (6 inch),TFT-LTPS,256 GB,,,,Yes,,No,32 GB,F5 Youth,CPH1725,OPPO F5 Youth,1.0,1,Android Nougat 7.1,Yes,13MP,3 GB,8365,1178,4.3,16MP,Dual Sim,Dual Nano Sim Cards,Yes,152 g,802.11a/b/g/n
YES,YES,,3.5mm,4000 mAh,4.2,Redmi,Matte Black,2 GHz,Octa Core,1440 x 720 pixels,13.84 cm (5.45 inch),TFT IPS,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",Adreno 505,No,16 GB,Redmi 7A,MZB7798IN,Redmi 7A,1.0,1,Android Pie 9.0,Yes,12MP,2 GB,348030,26412,4.3,5MP,Dual Sim,Dual Nano SIM,Yes,165 g,802.11b/g/n
No,,,,Li-Ion,3,Micromax,White,1 GHz,,480 x 800 Pixels,10.16 cm (4 inch),TFT,32 GB,,,,No,,,2 GB,Smarty 4.0,A68,Micromax Smarty 4.0,,1,Android Ice Cream Sandwich 4.0.4,,5MP,512 MB,100,40,4.3,,Dual Sim,,Capacitive,,Yes
7.2 Mbps HSDPA; 5.76 Mbps HSUPA,,,,Li-Ion,2.1,Micromax,Blue,800 MHz,,480 x 320 Pixels,8.89 cm (3.5 inch),TFT,32 GB,,,,Yes,,,150 MB,Superfone Ninja2 A56,,Micromax Superfone Ninja2 A56,,1,Android Gingerbread 2.3,,3MP,256 MB,83,27,4.0,,Dual Sim,,Capacitive,93.8 g,802.11 b/g/n
Yes,YES,,,Li-Ion Polymer,,Lenovo,Grey,1.8 GHz,Octa Core,1920 x 1080,13.97 cm (5.5 inch),Full HD,128 GB,LED,,,,,Yes,64 GB,Vibe K5 Note,A7020a48,Lenovo Vibe K5 Note,1.0,1,Android Marshmallow 6,Yes,13MP,4 GB,269941,52828,4.1,8MP,Dual Sim,Nano SIM,Yes,144 g,Yes
"HSDPA, HSUPA, HSPA+",YES,,,3000 mAh,4.1,Gionee,Black,1.5 GHz,Quad Core,1440 x 720 pixels,13.84 cm (5.45 inch),In-cell,256 GB,Rear LED Flash,Yes,,A-GPS,,No,16 GB,F205 Pro,,Gionee F205 Pro,1.0,1,Android Oreo 8.1,Yes,13MP,2 GB,8642,968,4.1,5MP,Dual Sim,Micro SIM + Micro SIM,Yes,,Yes
Yes,YES,,3.5mm,4030 mAh,5,Vivo,Starry Black,2 GHz,Octa Core,1080p,15.8 cm (6.22 inch),In-cell,256 GB,Rear and Front Screen Flash,Yes,,GLONASS,GE8320,No,32 GB,Y93,1815/PD1818CF_EX,Vivo Y93,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,4 GB,3283,283,4.4,8MP,Dual Sim,Nano SIM + Nano SIM,Yes,163.5 g,Yes
Yes,YES,,3.5 mm,3000 mAh,,Nokia,Matte Black,1.4 GHz,Octa Core,1920 x 1080 pixels,13.97 cm (5.5 inch),Full HD,128 GB,Dual Tone Flash,Yes,,,,Yes,32 GB,6,ta-1021 ds,Nokia 6,1.0,1,Android Nougat 7.1.1,Yes,16MP,3 GB,4321,706,3.9,8MP,Dual Sim,,Yes,,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,,3000 mAh,4,OPPO,Blue,1.8 GHz,Octa Core,1920 x 1080 Pixels,13.21 cm (5.2 inch),HD,256 GB,,,,GLONASS,,No,16 GB,A71k (New Edition),CPH-1801,OPPO A71k,1.0,1,Android Nougat 7.1,No,13MP,3 GB,11702,807,4.4,5MP,Dual Sim,Nano SIM and Nano SIM,Yes,137 g,Yes
Yes,YES,,,Li-polymer,5,Mi,Black,2.2 GHz,Octa Core,3840 x 2160 pixels,15.21 cm (5.99 inch),IPS,,Rear Flash,Yes,,"A-GPS, GLONASS, BeiDou",Adreno 512,No,64 GB,Mi A2,MZB6438IN,Mi A2,1.0,2,Android Pie 9.0,Yes,20MP 12MP,4 GB,30513,2649,4.2,20MP,Dual Sim,Nano SIM + Nano SIM,Capacitive,168 g,802.11a/b/g/n/ac
Yes,YES,,3.5 mm,No,v4.0,Lava,Black,1.5 GHz,Quad Core,1440 x 720$$Pixels,13.84 cm (5.45 inch),IPS Incell,64 GB,YES,,,Yes,,No,16 GB,Z61,Z61,Lava Z61,1.0,1,Android Oreo 8.1,YES,8MP,2 GB,124,18,4.1,5MP,Dual Sim,,Capacitive,,Yes
HSPA+,YES,,3.5mm,4000 mAh,v4.2,OPPO,Unicorn White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.26 cm (6.4 inch),AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 900 MHz,No,128 GB,F15,CPH2001,OPPO F15,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4430,460,4.4,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,172 g,Yes
YES,YES,,3.5 mm,Li-Poly,Yes,Tecno,Midnight Blue,2 GHz,Quad Core,1440x720$$Pixels,13.97 cm (5.5 inch),TFT,128 GB,Both Flash available Front and Back,,,,,No,32 GB,Camon i ACE 2,Camon i ACE 2/KB2,Tecno Camon i ACE 2,1.0,2,Android Oreo 8.1,No,13MP 0.3MP,2 GB,203,19,4.2,8MP,Dual Sim,,Yes,150 g,Yes
Yes,YES,,3.5 mm,Li-Ion,4.2,Apple,Silver,1.84 GHz,Dual Core,3840 x 2160,11.94 cm (4.7 inch),LED Backlit IPS LCD,,,Yes,,"A-GPS, GLONASS",PowerVR GT7600 (Six-core Graphics),No,32 GB,iPhone 6s,MN0X2HN/A,Apple iPhone 6s,1.0,1,iOS 9,,12MP,,91235,9294,4.5,5MP,Single Sim,Nano Sim,Yes,143 g,802.11 a/b/g/n/ac
HSPA,,,3.5 mm,1900 mAh,3,Micromax,"White, Gold",1.3 GHz,Quad Core,1920 x 1080,11.43 cm (4.5 inch),FWVGA,32 GB,,,,Yes,No,,4 GB,Canvas Fire A104,A104,Micromax Canvas Fire A104,1.0,1,Android KitKat 4.4.2,,5MP,1 GB,240,27,3.8,0.3MP,Dual Sim,Micro + Normal,,140 g,Yes
YES,YES,,,3180 mAh,4.2,OPPO,Red,2.5 GHz,Octa Core,1920 x 1080 Pixels,14.48 cm (5.7 inch),TFT In Cell,,Rear Flash,,,A-GPS,ARM Mali G71 MP2 770 MHz,No,64 GB,A83 (2018 Edition),,OPPO A83,1.0,1,Android Nougat 7.1,Yes,13MP,4 GB,9455,1027,4.3,8MP,Dual Sim,Dual Nano SIM,Capacitive Screen,143 g,802.11 a/b/g/n - 2.4G/5G dual-band
YES,YES,,3.5 mm,No,Yes,Blackbear,Black,1.3 GHz,Dual Core,480x960$$Pixels,12.7 cm (5 inch),Infinity,,Yes,,,,,No,8 GB,B6 Master,B6 Master,Blackbear B6 Master,,1,8.1,No,8MP,1 GB,43,7,3.1,,Dual Sim,full Size,Yes,160 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4235,360,4.3,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,,Li-Polymer,4,Lenovo,White,1 GHz,Quad Core,1280 x 720 Pixels,13.97 cm (5.5 inch),HD,32 GB,Dual LED,,,A-GPS,,Yes,16 GB,A7700,,Lenovo A7700,1.0,1,Android Marshmallow 6,Yes,8MP,2 GB,972,178,3.9,2MP,Dual Sim,Micro SIM,Yes,145 g,802.11 b/g/n
"HSDPA (Downlink Speed): 42 Mbps, HSUPA (Uplink Speed): 11 Mbps",YES,,,Polymer,4.1,Micromax,Prussian Blue,1.5 GHz,Octa Core,1920 x 1080,13.97 cm (5.5 inch),TFT,64 GB,Rear and Front Flash,,,A-GPS,ARM Mali-T720,Yes,32 GB,Evok Dual Note,E4817,Micromax Evok Dual Note,1.0,2,Android Nougat 7,Yes,13MP 5MP,4 GB,1748,334,3.8,5MP,Dual Sim,Nano SIM and Nano SIM,Yes,,Yes
Yes,YES,,,No,5,Apple,Space Grey,,,2436 x 1125 Pixels,14.73 cm (5.8 inch),Super Retina XDR Display,,Rear Brighter True Tone Flash with Slow Sync and Front Retina Flash,,,,,No,256 GB,iPhone 11 Pro,MWC72HN/A,Apple iPhone 11 Pro,1.0,3,iOS 13,No,12MP 12MP 12MP,,1095,97,4.7,12MP,Dual Sim,Nano SIM and eSIM,Yes,188 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Marine Green,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,3.5 mm,No,,InFocus,Royal Gold,1.5 GHz,Octa Core,1280 x 720 Pixels,13.97 cm (5.5 inch),HD,32 GB,,Yes,In-Display,,,Yes,32 GB,Turbo 5 Plus,IF9021,InFocus Turbo 5 Plus,1.0,2,Android Nougat 7,Yes,13MP 5MP,3 GB,1042,137,3.8,5MP,Dual Sim,,Yes,,Yes
,YES,,,Li-Polymer,4.2,Mobiistar,Gold,1.3 GHz,,1920 x 1080,13.56 cm (5.34 inch),,,,,,Yes,,Yes,16 GB,C2,C2,Mobiistar C2,1.0,1,Android Oreo 8.1,Yes,8MP,2 GB,481,49,4.0,8MP,Dual Sim,Nano sim,Yes,,Yes
Yes,YES,,Yes,No,4,Itel,Gradation Red,1.4 GHz,Quad Core,HD 720p,12.7 cm (5 inch),TN,32 GB,Front and Back Flash,,,DDR3,Mali T820-600MHz,No,8 GB,A23,A23,Itel A23,1.0,1,Android Oreo 8.1,No,2MP,1 GB,30,5,4.0,0.3MP,Dual Sim,,Capacitive,,Yes
"7.2 Mbps HSDPA, 5.76Mbps HSUPA",YES,,Yes,No,4,Itel,Gradation Ice Blue,1.4 GHz,Quad Core,HD 720p,12.7 cm (5 inch),TN,32 GB,Front and Back Flash,,,DDR3,Mali T820-600MHz,No,8 GB,A23,A23,Itel A23,1.0,1,Android Oreo 8.1,No,2MP,1 GB,30,5,4.0,0.3MP,Dual Sim,Micro,Capacitive,151.2 g,Yes
YES,YES,,3.5mm,4000 mAh,v4.2,OPPO,Sky White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.51 cm (6.5 inch),AMOLED,,Rear Flash,,,"BeiDou, GLONASS",ARM Mali-G72 MP3 900MHz,No,128 GB,Reno2 F,CPH1989,OPPO Reno2 F,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,1664,158,4.5,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,195 g,802.11a/b/g/n/ac
Yes,YES,,,3400 mAh,Yes,Samsung,Prism Black,2.2 GHz,Octa Core,3040 x 1440 pixel,15.49 cm (6.1 inch),Dynamic AMOLED,512 GB,Rear LED Flash,,,Yes,Mali-G76 MP12,Yes,128 GB,Galaxy S10,SM-G973FZKDINS,Samsung Galaxy S10,1.0,2,Android Pie 9.0,Yes,16MP 12MP,8 GB,1549,167,4.6,10MP,Dual Sim,Nano SIM,Yes,157 g,Yes
Yes,YES,,,,5,Apple,Space Grey,,,3840 x 2160 Pixels,11.94 cm (4.7 inch),Widescreen LCD Multi-touch Display with IPS Technology,,Rear Quad LED True Tone Flash with Slow Sync and Front Retina Flash,Yes,,"Assisted GPS, GLONASS, Galileo, QZSS",,,256 GB,iPhone 8,MQ7F2HN/A,Apple iPhone 8,1.0,1,iOS 12,,12MP,,9807,713,4.5,7MP,Single Sim,Nano SIM,Yes,148 g,802.11 ac (Wi-Fi with MIMO)
YES,YES,,3.5 mm Stereo,2000 mAh,4.1,Samsung,Metallic gold,1.3 GHz,Quad Core,1280 x 720 Pixels,11.94 cm (4.7 inch),Super AMOLED,128 GB,Rear Flash,,,GLONASS,,Yes,8 GB,Galaxy J2-2017,SM-J200GMDDINS,Samsung Galaxy J2-2017,1.0,1,Android Lollipop 5.4.1,Yes,5MP,1 GB,3899,336,4.2,2MP,Dual Sim,Micro SIM (3FF),Yes,130 g,802.11 b/g/n (2.4 GHz)
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
YES,YES,,,2990 mAh,,Nokia,White,1 MHz,Octa Core,1440 x 720 Pixels,13.21 cm (5.2 inch),,,,,,,,Yes,32 GB,3.1,1070,Nokia 3.1,,1,Android Oreo 8,Yes,13MP,3 GB,616,64,4.0,,Dual Sim,,Yes,,
"HSDPA (Downlink Speed): Rel.7 (21 Mbps Downlink), HSUPA (Uplink Speed): Rel.7 (5.76 Mbps Uplink)",YES,,3.5 mm,5000 mAh,4,Micromax,Jet Black,1.3 GHz,Quad Core,1080p,13.21 cm (5.2 inch),TFT,64 GB,Front and Rear Flash,,,Yes,Mali - T720 MP1,No,16 GB,Bharat 5,B5,Micromax Bharat 5,1.0,1,Android Nougat 7.0,Yes,5MP,1 GB,683,114,3.9,5MP,Dual Sim,Micro SIM and Nano SIM,Capacitive,170 g,Yes
YES,YES,,3.5,Li - Polymer,4.2,Mobiistar,Gold,1.3 GHz,,480 x 960 Pixels,13.46 cm (5.3 inch),,128 GB,,,,Yes,,No,16 GB,C1 Shine,C1 Shine,Mobiistar C1 Shine,,1,Android Oreo 8.1,Yes,13MP,2 GB,506,76,4.1,,Dual Sim,,Yes,,
HSPA+,YES,,3.5mm,4000 mAh,v4.2,OPPO,Unicorn White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.26 cm (6.4 inch),AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 900 MHz,No,128 GB,F15,CPH2001,OPPO F15,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4430,460,4.4,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,172 g,Yes
YES,YES,,3.5 mm,Lithium Polymer,Yes,Karbonn,Champagne,1.4 GHz,Quad Core,1280 × 720 Pixels,13.84 cm (5.45 inch),HD+,128 GB,,,,,,No,8 GB,K9 Smart Plus,K9 Smart Plus,Karbonn K9 Smart Plus,1.0,1,Android Oreo 8.1,Yes,5MP,1 GB,4981,664,4.0,5MP,Dual Sim,Nano SIM,Yes,,Yes
YES,YES,,,4000 mAh,Yes,Samsung,Red,1.6 GHz,Octa Core,720 x 1560 pixels,16.26 cm (6.4 inch),Super AMOLED,512 GB,,Yes,,Yes,,No,32 GB,Galaxy A20,SM-A205FZRGINS,Samsung Galaxy A20,1.0,2,Android Pie 9.0,Yes,13MP 5MP,3 GB,14948,1316,4.3,8MP,Dual Sim,,Yes,169 g,Yes
Yes,YES,,,2450 mAh,Yes,Panasonic,Gold,1.3 GHz,Quad Core,720 x 1280 Pixels,12.7 cm (5 inch),HD,128 GB,,,,Yes,,Yes,32 GB,Eluga Arc 2,Eluga Arc2,Panasonic Eluga Arc 2,1.0,1,Android Marshmallow 6,Yes,8MP,3 GB,366,77,3.8,5MP,Dual Sim,,Full Touchscreen,147 g,Yes
HSPA+,YES,,3.5mm,4000 mAh,4.2,Lenovo,Venom Black,2.3 GHz,Deca Core,1920 x 1080 pixels,13.97 cm (5.5 inch),IPS,128 GB,Rear CCT LED Flash and Front Selfie Light,Yes,,A-GPS,Mali T880 MP4 at 780 MHz,No,64 GB,K8 Note,XT 1902-3,Lenovo K8 Note,1.0,2,Android Nougat 7.1,Yes,13MP 5MP,4 GB,46951,6354,4.1,13MP,Dual Sim,Dual Nano SIM,Yes,180 g,Yes
YES,YES,,3.5,2200 mAh,Yes,I,Black,0.3 MHz,Quad Core,480 x 854$$pixel,12.7 cm (5 inch),,,,,,,,No,16 GB,K600,K600,I Kall K600,,1,Android Marshmallow Android Marshmallow 6.0,0,5MP,2 GB,64,3,3.3,,Dual Sim,Mirco,Yes,,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4235,360,4.3,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
YES,YES,,3.5mm,Li-Ion,Yes,Karbonn,Champagne,1.25 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),HD Display,32 GB,LED Flash,,,,,No,16 GB,K9 Kavach,K9 Kavach,Karbonn K9 Kavach,,1,Android Nougat 7,Yes,5MP,2 GB,1155,134,3.8,,Dual Sim,,Yes,161.3 g,Yes
YES,YES,,3.5 mm,Li-Ion,Yes,Karbonn,Black,1.25 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),HD Display,32 GB,LED flash,,,,,No,16 GB,K9 Kavach,K9 Kavach,Karbonn K9 Kavach,,1,Android Nougat 7,Yes,5MP,2 GB,1155,134,3.8,,Dual Sim,,Yes,,Yes
